SalePrice,LotArea,OverallCond,YearBuilt,TotalBsmtSF,LivingArea
250000,11029,7,1968,1054,3708
165150,10400,5,1972,732,2522
164500,10140,6,1967,1334,2668
140000,9600,5,1969,1164,2328
135500,9750,5,1967,980,1960
142000,9600,5,1968,1051,2102
155000,8640,5,1968,900,2670
157500,9360,7,1968,976,1952
138500,8400,5,1968,1052,2104
140000,8400,6,1968,833,1731
124400,9759,5,1966,1051,2102
158000,9600,7,1967,1141,2282
146000,9230,8,1965,864,2064
190000,14803,5,1971,825,2818
136500,10659,6,1961,1050,2100
129900,9100,5,1958,864,1728
145000,8393,5,1959,1626,3338
185900,8800,7,1965,1187,2752
160000,8800,6,1964,1251,2502
167000,10368,6,1964,1008,2496
157500,9350,6,1964,720,2160
140000,10382,5,1958,588,1683
150000,8973,7,1958,1008,2061
151500,10800,7,1960,1248,2496
129800,8550,8,1934,816,1632
137000,11425,6,1954,1008,2016
137000,9724,7,1947,938,1981
121600,4712,7,1946,747,1977
85500,5900,7,1923,440,1309
79900,5825,5,1926,600,1347
127000,7438,8,1908,504,1756
161000,9600,6,1961,1251,2684
146500,10858,6,1952,1444,3068
135000,9600,5,1951,1056,2272
137900,10680,3,1951,2136,4272
133000,9490,7,1941,806,2384
137000,9462,6,1949,704,2432
121000,9888,6,1954,936,1872
119000,8917,5,1967,1584,3168
172000,12700,5,1964,1246,2492
98600,8500,3,1961,1235,2470
226000,14200,6,1966,924,3081
118000,9000,5,1954,936,2064
235000,25419,4,1918,1360,4080
135000,9723,7,1963,1008,2016
132500,7728,6,1962,1106,2296
143000,8163,6,1959,1144,2288
132000,8400,5,1957,1179,2543
145250,11600,5,1960,1383,2766
162000,9610,6,1958,1121,2457
148000,10000,6,1956,1058,2428
141000,14850,5,1957,1092,2184
153000,10152,6,1956,1124,2248
134450,10011,6,1957,1070,2306
135960,7032,5,1979,943,1886
156000,8092,8,1954,1050,2100
140000,11310,5,1954,1367,2742
139500,12778,6,1952,1008,2016
155000,10170,6,1951,216,1791
127000,7700,7,1956,301,1446
133500,11050,5,1956,1005,2010
125000,13600,6,1955,1056,2112
142000,15428,6,1951,884,1768
167000,21299,5,1941,929,2968
159000,13300,5,1956,1015,2399
180000,22136,5,1925,2171,4811
127000,7500,6,1947,784,2096
112000,7000,6,1924,617,1927
99800,10410,8,1930,713,1426
117000,5400,7,1954,833,1666
108480,5400,6,1921,1073,2146
68000,10914,3,1929,715,1430
86900,7008,8,1900,448,1168
120000,10800,6,1920,1120,2250
155500,7200,8,1915,663,2258
80000,10818,4,1910,1077,2837
105000,10410,4,1915,672,1886
160000,10800,4,1900,954,3368
170000,10800,8,1936,796,2262
160000,8658,5,1965,1088,2412
159950,13400,5,1966,1024,2110
165000,10184,5,1963,1083,2229
159000,9786,7,1962,912,2646
147000,9510,5,1962,1135,2342
115000,7800,5,1964,912,1824
159500,8910,6,1959,655,1849
120000,7332,6,1959,864,1728
129900,7100,7,1957,816,1632
183000,10800,6,1961,1313,3086
157500,11650,5,1959,0,1472
277500,18275,8,1962,1438,3886
207500,16321,6,1957,1484,3084
147500,12144,6,1950,910,2431
135000,10800,4,1949,720,1912
109500,7200,7,1950,0,1040
109900,7200,5,1950,0,1040
133700,7560,5,1959,1040,2080
81400,8544,4,1950,0,1040
87500,8544,4,1949,0,1040
93500,8544,4,1950,0,1040
119000,8512,5,1960,1556,3112
141000,7945,6,1959,1150,2300
146000,7000,4,1961,1150,2300
155000,7590,5,1966,660,2008
134500,10205,5,1962,925,1924
120000,7400,6,1962,1045,2090
105000,7000,6,1962,864,1728
124000,7000,5,1962,1025,2050
169000,9856,8,1900,716,2730
107000,9906,4,1925,686,2014
135000,9600,6,1948,1212,2880
111500,5520,6,1920,1147,2804
156500,9600,8,1900,780,2196
178000,9600,7,1925,728,2369
139900,6451,7,1900,712,2140
105000,3960,8,1930,502,1506
110000,5684,8,1930,813,1626
111500,7745,6,1900,938,2889
108000,7741,5,1924,1032,2064
111500,5633,7,1925,844,1688
124000,9000,6,1880,636,2386
105000,7200,5,1950,576,1440
116000,4400,8,1920,648,1766
96900,7614,5,1905,738,2114
135500,6000,7,1955,960,1920
139000,6000,7,1924,816,2382
61500,7830,5,1921,492,984
120000,9576,7,1945,770,1952
126175,5820,8,1955,1162,2325
64000,5747,4,1920,798,1638
137000,9142,8,1910,1020,2948
87000,9600,2,1900,1095,2869
163000,10800,7,1914,880,2648
155000,6300,6,1910,1226,3330
79000,5000,4,1900,540,1980
144000,8850,6,1916,815,2505
114504,3600,7,1910,684,2052
157000,7200,7,1920,596,2358
125000,11340,5,1923,1200,2400
475000,22950,9,1892,1107,4143
93500,5976,7,1920,624,1872
125000,9750,5,1958,960,1920
64500,4761,3,1918,1020,2040
1.00E+05,7446,5,1941,788,1576
140200,6435,5,1939,972,2549
202500,11737,7,1924,848,2675
159000,5000,7,1947,1004,2668
119900,7800,7,1939,793,1911
114500,6240,6,1934,816,1632
115000,6240,4,1936,896,2240
75000,6120,5,1930,728,1890
88000,6120,7,1925,768,1783
80500,6240,5,1947,0,912
149000,6240,6,1928,1042,2618
110000,6120,7,1930,741,2065
110500,6000,6,1925,1103,2206
89000,6000,7,1921,616,1232
113000,6380,6,1922,993,2041
109000,11672,5,1925,816,1632
220000,33120,5,1962,1595,4081
129000,9873,5,1970,960,1920
117000,5310,8,1910,485,2120
52500,4118,4,1941,693,1386
107000,10320,5,1924,596,2026
116500,7518,8,1910,396,1726
72000,9000,4,1919,610,1429
119500,8600,6,1937,780,2156
125500,7200,6,1938,803,2163
91000,9786,4,1922,1007,2084
84500,6780,8,1935,520,1040
90000,7200,6,1930,984,1968
137500,12375,5,1951,806,2228
150000,11136,5,1964,1921,3842
131000,21370,5,1950,0,1640
130000,6930,4,1958,1062,2414
125000,8250,7,1935,0,1032
80000,5220,3,1936,830,1709
157000,5500,5,2004,1073,2146
148000,11235,5,1963,1051,2433
90000,10791,5,1967,0,1296
154500,8414,8,1963,1059,2127
153600,11327,6,1967,1064,2128
164500,11777,6,1966,1164,2484
132000,10366,7,1964,912,1846
142500,9000,6,1966,1059,2118
158000,11553,5,1968,1051,2210
149500,7844,7,1978,672,2072
165000,9535,5,1967,1176,2634
180000,10335,6,1968,1461,3182
160500,7176,6,1978,960,2000
156500,9662,4,1977,1967,3934
157000,8235,4,1977,1949,3898
172500,13650,5,1958,1052,2972
155000,13125,4,1957,1134,2937
170000,17920,4,1955,1763,3542
105000,17529,5,1924,872,1744
145000,10246,9,1965,648,1608
168000,14175,6,1956,1188,2625
278000,20355,6,1967,1865,3695
164000,13050,6,1963,1000,2000
225000,15593,4,1953,1304,3591
130000,10820,7,1971,782,1592
142500,13350,5,1974,864,1758
148400,1700,5,1980,430,1990
190000,5271,5,1986,1453,2906
146000,9375,5,1954,967,2317
128000,6488,5,1942,799,1949
225000,7800,8,1948,896,2904
274970,19690,7,1966,697,2898
235000,19950,7,1928,672,2681
415000,19800,8,1935,1836,5508
182000,11679,5,1962,1776,3336
135000,12048,6,1952,0,1488
137000,10519,8,1955,1057,2114
136900,9525,4,1954,994,2849
149900,9525,5,1953,1000,2609
123500,6420,7,1952,980,2128
93000,8335,5,1954,0,1124
91500,7585,3,1948,810,2266
180000,11200,5,1985,1298,2596
209000,12128,4,1989,868,3427
215000,9554,5,1993,777,2688
224500,9069,8,1993,1344,2784
229800,11003,5,2005,1308,3184
183600,7488,5,2005,1208,2416
194000,7406,5,2006,1199,2419
193879,6762,5,2006,1286,2580
221500,11210,5,2005,1614,3228
204900,8990,5,2006,1498,2996
239799,8760,5,2006,1391,3353
233555,13377,5,2006,1836,3682
260000,11645,5,2005,1734,3468
294900,11645,5,2005,1570,3160
209700,10984,5,2005,945,2754
225000,9316,5,2005,1614,3228
181000,9316,5,2005,784,2380
220000,10041,5,1992,908,2823
190000,36500,5,1964,1624,3206
180000,21453,5,1969,938,1926
280000,70761,5,1975,1533,3066
158900,12000,5,1968,1388,2776
148000,8846,5,1996,870,1784
145000,13015,6,1996,1100,2200
187000,12438,5,1995,781,2280
193000,8685,5,1998,1425,2850
156000,13568,5,1995,990,1980
235000,9100,5,2000,1525,3050
217000,9236,5,1997,1479,2973
214000,10264,5,1999,1588,3176
196000,9272,5,1999,842,2591
217000,13426,5,1999,951,2730
2.00E+05,13450,5,2002,916,2777
192500,14006,5,2002,936,2712
205000,13704,5,2001,1541,3082
132500,10780,5,1976,911,1865
157500,8340,6,1977,675,2063
174000,10385,6,1978,995,2277
128500,9920,6,1969,971,1942
128500,9560,7,1972,864,1728
149900,9800,7,1972,894,1788
119900,7200,8,1972,864,1728
137000,3612,5,1993,630,1950
255000,11367,5,2002,1065,3054
222000,9930,5,2002,826,2588
214000,9468,5,1999,840,2595
220000,11088,5,2002,1348,2706
275000,14781,5,2001,1753,3540
197000,8726,5,2002,872,2781
230000,8125,5,2002,1654,3308
268500,10566,5,1999,1090,3304
210900,21533,5,1996,1065,3114
227000,11250,5,1998,1054,2993
237000,11250,5,1995,930,2925
274300,9750,6,1998,1108,3205
216837,9100,5,2004,1860,3696
133000,4435,5,2003,848,1696
155900,4435,5,2004,848,1696
233230,15611,5,2006,1079,2998
207000,8810,5,2003,1390,2780
195000,12393,5,2004,847,2795
2.00E+05,9135,5,2003,1682,3382
203160,8581,5,2006,851,2588
195800,8400,5,2005,784,2395
212900,10084,5,2005,1552,3104
196500,11645,5,2004,860,2580
198000,8772,5,2005,1336,2672
173900,8846,5,2005,750,2250
163990,8461,5,2005,728,2184
164990,8767,5,2005,1310,2620
98000,8777,6,1910,676,2112
149900,17755,4,1959,1466,2932
102000,8877,5,1951,836,2056
127500,7840,5,1975,976,1988
127500,9400,5,1975,945,1925
119900,16133,4,1969,1176,2352
196500,7162,5,2003,796,2520
117250,8050,5,2002,914,1828
229000,11060,5,2003,1150,3464
145000,3675,5,2005,547,1619
140000,3675,5,2005,547,1619
142500,3675,5,2005,547,1619
134000,2522,5,2004,970,2679
130000,2522,5,2004,970,2679
130000,2522,5,2004,970,2679
137500,2522,5,2004,970,2679
130000,3363,5,2004,976,2684
97900,6956,7,1948,624,1560
92000,7822,3,1915,832,2170
107000,8707,5,1924,1093,2762
81000,8410,3,1910,658,1842
104900,9738,7,1924,784,2005
115000,8172,7,1955,864,1728
125000,16012,4,1954,954,2436
116000,8248,7,1918,686,1936
83000,8248,4,1922,864,1828
118500,6204,5,1912,795,2544
35000,8088,3,1922,498,996
121000,11388,7,1910,616,1889
160000,7082,8,1916,686,2614
140000,8400,5,1940,940,2535
137000,10890,5,1938,1058,2609
128000,6430,6,1945,780,2120
160000,7000,8,1926,624,2103
138887,13132,5,1914,747,2531
149000,4899,8,1920,755,2265
102000,6000,5,1926,1008,2016
167000,9399,8,1919,818,2454
200100,7588,6,1920,793,2595
131000,10164,5,1939,992,2457
112000,6191,4,1941,824,2112
140000,9550,5,1915,756,2473
195000,21780,5,1920,817,2367
230000,11435,7,1929,792,2309
194000,12400,6,1940,901,2618
137500,11600,5,1922,700,1880
250000,11500,7,1936,1017,3074
218000,8170,7,1929,1022,2693
239000,16560,8,1932,952,3297
199500,12320,7,1932,637,2246
210000,14210,7,1930,697,2498
230000,14115,7,1956,1073,2884
217500,12984,6,1977,1430,3077
257000,15600,7,1950,1168,3483
157000,15750,5,1953,1165,2501
223000,16381,5,1969,1844,3688
102000,7288,6,1942,976,1952
145400,7000,7,1926,861,2146
72000,8534,4,1925,432,1104
85000,7030,6,1925,641,1282
106500,8765,6,1936,951,1902
139000,9060,5,1957,967,2605
108000,11040,6,1920,637,1973
51689,12366,5,1945,0,729
35311,9000,3,1949,480,960
115000,9000,6,1951,660,2056
78000,8520,5,1916,216,1152
375000,5748,5,2005,1573,3351
3.00E+05,3842,5,2004,1594,3240
242500,23580,6,1979,1625,3250
145000,8385,5,1978,1664,3328
209000,9116,5,2001,1491,2982
135000,10530,5,1977,975,1979
148000,11080,6,1975,1128,2338
171000,11070,5,1988,1907,3866
335000,26178,5,1989,1210,3729
230000,8239,5,1986,0,1295
250764,50102,5,1958,1632,3282
228000,16669,6,1981,1686,3393
176000,13811,6,1987,1112,2249
180000,8049,5,1990,1309,2648
250000,11170,5,1990,1216,3730
202000,8098,5,2000,1381,2784
312500,14331,5,2002,1800,3600
320000,13618,5,2005,1728,3688
369900,11443,5,2005,1868,3896
359900,11577,5,2005,1838,3676
81500,31250,3,1951,0,1600
215000,7020,5,1997,1288,2656
164000,4500,5,1998,1216,2432
153500,4500,5,1998,1237,2574
84500,17217,5,2006,1140,2280
104500,2665,6,1977,264,1568
127000,2665,6,1977,757,2232
151400,3964,4,1973,942,3463
126500,10172,7,1968,864,1738
146500,11836,5,1970,1652,3304
73000,1470,6,1970,630,1260
79400,1484,4,1972,546,1638
140000,13384,5,1969,1104,2464
92000,1533,7,1970,630,1260
87550,1533,5,1970,546,1638
79500,1526,5,1970,546,1638
90500,1936,7,1970,546,1638
71000,1894,5,1970,546,1638
150900,12640,5,1976,1728,3456
188000,9297,5,1976,1728,3456
160000,17400,5,1977,1126,2252
131000,20000,7,1960,1224,2448
142500,7937,6,1984,1003,2006
131000,8885,5,1983,864,1766
132000,10441,5,1992,912,1882
170000,10010,5,1974,1389,2778
188000,9627,5,1993,996,2996
